,tile_id,SC1,SC2,SC3,SC4,SC5,SC6,SC7
319,47_34,0.412,0.5906,0.6792,0.762,0.803,0.825,0.854
320,47_35,0.333,0.333,0.542,0.7082,0.744,0.75,0.79
321,47_42,0.322,0.6972,0.8477,0.9394,0.9662,0.9802,0.9865
322,47_43,0.529,0.529,0.721,0.807,0.8772,0.9,0.931
323,47_44,0.625,0.625,0.7375,0.75,0.75,0.75,0.8355
324,47_48,0.245,0.6326,0.7486,0.8398,0.8799,0.8972,0.904
325,47_50,0.083,0.083,0.083,0.167,0.225,0.25,0.4399
326,47_51,0.291,0.8592,0.8983,0.9154,0.9271,0.9372,0.943
327,47_52,0.257,0.427,0.6328,0.7696,0.8049,0.828,0.8505
328,47_53,0.574,0.7184,0.762,0.793,0.8226,0.846,0.8805
329,47_54,0.513,0.7341,0.802,0.882,0.9172,0.9292,0.933
330,47_55,0.3,0.5992,0.7138,0.7682,0.7727,0.773,0.781
331,48_36,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
332,48_42,0.394,0.394,0.5686,0.656,0.709,0.727,0.783
333,48_48,0.265,0.265,0.429,0.531,0.6446,0.724,0.8515
334,48_51,0.261,0.6231,0.7693,0.8408,0.875,0.913,0.943
335,48_52,0.307,0.5798,0.6897,0.7764,0.8075,0.8218,0.8385
336,48_53,0.136,0.25,0.361,0.5802,0.7113,0.758,0.7815
337,48_55,0.223,0.5894,0.7472,0.8576,0.9041,0.9434,0.9765
338,48_56,0.444,0.444,0.651,0.77,0.806,0.8498,0.92
339,49_27,0.308,0.5265,0.706,0.9412,0.9972,1.0,1.0
340,49_28,0.424,0.7473,0.8661,0.9266,0.9605,0.984,1.0
341,49_29,0.667,0.667,0.667,0.667,0.762,0.762,0.9315
342,49_42,0.375,0.375,0.375,0.625,0.7124,0.75,0.861
343,49_47,0.364,0.6772,0.825,0.8982,0.9289,0.9432,0.953
344,49_51,0.381,0.6102,0.6764,0.7393,0.7755,0.8078,0.8445
345,49_52,0.234,0.234,0.403,0.517,0.6121,0.636,0.6825
346,49_56,0.272,0.5251,0.626,0.7091,0.7432,0.7572,0.767
347,49_59,0.393,0.393,0.617,0.8196,0.901,0.9688,1.0
348,5_67,0.333,0.333,0.5301,0.6592,0.762,0.81,0.9065
349,5_70,0.594,0.746,0.8169,0.889,0.9216,0.932,0.947
350,50_27,0.405,0.405,0.643,0.771,0.859,0.893,0.9425
351,50_42,0.133,0.2451,0.4322,0.6234,0.7352,0.7956,0.842
352,50_43,0.167,0.167,0.2984,0.4146,0.547,0.633,0.777
353,50_48,0.1429,0.1429,0.1429,0.2859,0.386,0.429,0.719
354,50_50,0.2859,0.2859,0.4399,0.5258,0.5709,0.5709,0.659
355,50_51,0.392,0.5402,0.5948,0.6148,0.615,0.615,0.64
356,50_56,0.104,0.1876,0.2595,0.3706,0.461,0.519,0.6074
357,50_57,0.372,0.5851,0.6244,0.6734,0.7223,0.7584,0.787
358,50_58,0.16,0.4541,0.6529,0.8196,0.8801,0.9136,0.9255
359,50_59,0.356,0.356,0.544,0.684,0.7263,0.7692,0.829
360,50_8,0.1409,0.1409,0.248,0.3684,0.413,0.4352,0.463
361,51_10,0.234,0.6085,0.7445,0.8536,0.901,0.9316,0.9504
362,51_11,0.113,0.6313,0.7929,0.9022,0.9369,0.9528,0.959
363,51_12,0.336,0.525,0.7132,0.7978,0.8242,0.84,0.859
364,51_13,0.3,0.3,0.3,0.5,0.5699,0.6,0.7775
365,51_14,0.324,0.8305,0.894,0.9366,0.9564,0.9698,0.978
366,51_43,0.106,0.1924,0.3344,0.4806,0.5758,0.6436,0.715
367,51_58,0.138,0.4173,0.5894,0.7748,0.8472,0.8796,0.8905
368,51_59,0.11,0.5102,0.6592,0.7718,0.8233,0.8556,0.8725
369,51_6,0.583,0.583,0.75,0.778,0.778,0.778,0.84
370,51_60,0.356,0.6329,0.7805,0.867,0.8996,0.9194,0.937
371,52_15,0.237,0.4004,0.6215,0.7942,0.9026,0.943,0.975
372,52_16,0.184,0.6229,0.7872,0.8846,0.9246,0.947,0.9595
373,52_17,0.274,0.7033,0.7979,0.8512,0.8802,0.8994,0.914
374,52_18,0.276,0.4679,0.7166,0.8844,0.9697,0.995,1.0
375,52_19,0.541,0.7053,0.7689,0.8141,0.8234,0.824,0.847
376,52_20,0.36,0.36,0.36,0.63,0.81,0.9,1.0
377,52_21,0.368,0.577,0.7939,0.9152,0.9482,0.9664,0.978
378,52_22,0.167,0.167,0.167,0.333,0.4498,0.5,0.8149
379,52_23,0.311,0.4867,0.611,0.783,0.8607,0.9102,0.9355
380,52_24,0.398,0.398,0.654,0.876,0.933,0.953,1.0
381,52_25,0.2839,0.4797,0.7325,0.895,0.9496,0.9658,1.0
382,52_43,0.25,0.25,0.421,0.6028,0.679,0.7506,0.841
383,52_47,0.083,0.083,0.083,0.167,0.225,0.25,0.4399
384,52_48,0.4,0.4,0.4,0.4,0.6,0.6,0.808
385,52_58,0.057,0.057,0.057,0.114,0.171,0.229,0.3635
386,52_59,0.185,0.7953,0.8995,0.9594,0.9761,0.9826,0.986
387,52_6,0.148,0.3746,0.5356,0.7242,0.8197,0.849,0.8665
388,52_60,0.131,0.7191,0.844,0.9228,0.9441,0.9526,0.956
389,52_61,0.3489,0.6929,0.7738,0.8191,0.8449,0.866,0.881
390,52_63,0.125,0.125,0.215,0.285,0.35,0.375,0.445
391,53_23,0.244,0.244,0.4042,0.522,0.631,0.6889,0.7875
392,53_43,0.371,0.7578,0.8632,0.942,0.9722,0.9862,0.9925
393,53_44,0.2,0.2,0.2,0.4,0.5399,0.6,0.925
394,53_47,0.263,0.433,0.5464,0.6644,0.7081,0.7328,0.7675
395,53_48,0.182,0.182,0.325,0.5022,0.584,0.6636,0.783
396,53_59,0.121,0.5011,0.7117,0.8506,0.8973,0.9216,0.937
397,53_6,0.217,0.3804,0.5087,0.6796,0.7677,0.8102,0.855
398,53_60,0.118,0.3498,0.5264,0.7204,0.83,0.8964,0.9315
399,53_61,0.302,0.7171,0.8239,0.8966,0.9235,0.9368,0.942
400,53_63,0.414,0.9531,0.9772,0.9906,0.9947,0.997,0.998
401,53_69,0.267,0.267,0.267,0.267,0.533,0.533,0.9385
402,54_10,0.5709,0.5709,0.5709,0.5709,0.5709,0.5709,0.719
403,54_47,0.496,0.9013,0.9412,0.9692,0.9784,0.9826,0.986
404,54_59,0.107,0.3415,0.4996,0.6788,0.7502,0.7946,0.8274
405,54_6,0.16,0.293,0.4098,0.599,0.7384,0.8412,0.939
406,54_60,0.146,0.36,0.5072,0.6852,0.8063,0.8704,0.9265
407,54_61,0.225,0.4689,0.6358,0.7642,0.8426,0.8842,0.9105
408,54_62,0.184,0.3198,0.521,0.7456,0.8596,0.9186,0.9544
409,54_63,0.51,0.9819,0.9898,0.993,0.994,0.995,0.995
410,54_64,0.471,0.964,0.9872,0.996,0.997,0.997,1.0
411,54_7,0.485,0.485,0.485,0.485,0.606,0.606,0.84
412,54_9,0.518,0.726,0.8162,0.8772,0.9024,0.9246,0.955
413,55_10,0.351,0.5134,0.612,0.733,0.7845,0.8164,0.842
414,55_11,0.474,0.8832,0.9488,0.984,0.9944,0.999,1.0
415,55_2,0.317,0.4899,0.5998,0.748,0.8651,0.927,0.96
416,55_42,0.37,0.37,0.37,0.37,0.63,0.63,0.8935
417,55_43,0.4,0.4,0.4,0.642,0.768,0.821,0.869
418,55_47,0.295,0.8489,0.9037,0.9358,0.9544,0.9678,0.9745
419,55_55,0.354,0.7051,0.8447,0.9336,0.9561,0.9692,0.9765
420,55_6,0.2,0.2,0.2,0.37,0.51,0.62,0.788
421,55_60,0.0869,0.1649,0.245,0.441,0.575,0.6742,0.744
422,55_61,0.38,0.6405,0.6926,0.763,0.8149,0.8488,0.8745
423,55_62,0.2859,0.6345,0.8117,0.9482,0.9657,0.968,1.0
424,55_63,0.445,0.9612,0.9872,0.9958,0.996,0.996,1.0
425,55_64,0.325,0.9692,0.9856,0.9908,0.993,0.9946,0.995
426,56_3,0.133,0.133,0.133,0.233,0.3,0.333,0.4054
427,56_46,0.417,0.417,0.5664,0.6166,0.625,0.625,0.7015
428,56_47,0.25,0.4805,0.6114,0.7216,0.8008,0.8574,0.8965
429,56_61,0.325,0.59,0.6926,0.8179,0.8862,0.935,0.9605
430,56_63,0.473,0.9771,0.9838,0.9916,0.9957,0.9976,0.998
431,56_64,0.429,0.8979,0.9588,0.9922,0.999,1.0,1.0
432,57_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
433,57_3,0.063,0.063,0.125,0.2376,0.312,0.4128,0.5805
434,57_42,0.25,0.25,0.25,0.45,0.5549,0.6,0.8029
435,57_43,0.229,0.229,0.229,0.414,0.557,0.657,0.782
436,57_44,0.148,0.148,0.2614,0.3572,0.459,0.519,0.6054
437,57_45,0.373,0.7767,0.8557,0.9206,0.9464,0.9576,0.964
438,57_46,0.444,0.864,0.9319,0.9602,0.9704,0.973,0.974
439,57_61,0.133,0.2308,0.3071,0.421,0.5027,0.556,0.631
440,57_62,0.315,0.6969,0.828,0.9266,0.9582,0.9686,1.0
441,57_63,0.481,0.9696,0.9835,0.9908,0.994,0.9956,0.996
442,57_64,0.357,0.9516,0.9801,0.9936,0.9977,1.0,1.0
443,58_3,0.156,0.2804,0.3851,0.56,0.6901,0.756,0.829
444,58_44,0.084,0.084,0.16,0.227,0.3209,0.378,0.459
445,58_6,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
446,58_61,0.161,0.3946,0.55,0.7171,0.7891,0.8304,0.867
447,58_62,0.107,0.107,0.214,0.321,0.5038,0.643,0.851
448,58_63,0.268,0.9578,0.9756,0.9828,0.9887,0.9936,0.996
449,58_64,0.306,0.9498,0.9823,0.9918,0.9967,0.999,1.0
450,58_7,0.222,0.222,0.413,0.5709,0.7651,0.857,0.9235
451,59_13,0.462,0.462,0.626,0.7134,0.745,0.7658,0.8065
452,59_3,0.1019,0.1884,0.275,0.469,0.5912,0.6864,0.7835
453,59_61,0.193,0.344,0.4699,0.675,0.8246,0.885,0.9165
454,59_62,0.4,0.4,0.618,0.7714,0.809,0.8328,0.867
455,59_64,0.485,0.8623,0.9267,0.9584,0.9637,0.964,0.965
456,6_0,0.111,0.111,0.111,0.111,0.222,0.222,0.4695
457,6_50,0.238,0.238,0.427,0.5928,0.781,0.905,1.0
458,6_65,0.215,0.366,0.4784,0.6202,0.698,0.7456,0.7905
459,6_69,0.1429,0.1429,0.1429,0.2859,0.386,0.429,0.719
460,6_70,0.306,0.6031,0.7309,0.832,0.8779,0.8974,0.9135
461,60_63,0.4,0.4,0.4,0.6,0.667,0.667,0.796
462,61_61,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
463,61_62,0.057,0.057,0.057,0.114,0.171,0.229,0.3635
464,61_63,0.214,0.214,0.393,0.536,0.6926,0.75,0.8275
465,61_70,0.133,0.133,0.133,0.133,0.267,0.267,0.5535
466,62_18,0.25,0.25,0.25,0.5,0.6749,0.75,1.0
467,62_70,0.36,0.36,0.36,0.5699,0.67,0.7,0.771
468,63_19,0.31,0.5104,0.647,0.7992,0.878,0.917,0.954
469,63_20,0.367,0.367,0.619,0.8692,0.952,0.9944,1.0
470,64_21,0.2,0.3605,0.4959,0.6996,0.8277,0.8976,0.9415
471,64_4,0.44,0.44,0.44,0.58,0.62,0.66,0.7504
472,65_21,0.133,0.133,0.133,0.133,0.267,0.267,0.5535
473,65_3,0.167,0.167,0.167,0.333,0.4498,0.5,0.8149
474,66_21,0.5,0.6292,0.6612,0.667,0.667,0.667,0.6865
475,67_23,0.234,0.4069,0.6504,0.8406,0.9398,0.9644,1.0
476,68_6,0.367,0.5731,0.7692,0.843,0.8578,0.8708,0.8835
477,69_6,0.215,0.3603,0.474,0.6268,0.6962,0.734,0.7775
478,73_5,0.195,0.3451,0.478,0.708,0.798,0.8362,0.8575
479,73_58,0.185,0.185,0.3317,0.4608,0.607,0.704,0.854
480,75_46,0.1429,0.1429,0.1429,0.2859,0.386,0.429,0.719
481,75_70,0.37,0.37,0.37,0.37,0.63,0.63,0.8935
482,76_0,0.375,0.375,0.375,0.542,0.5706,0.583,0.6505
483,78_53,0.273,0.69,0.8191,0.9084,0.9358,0.9472,0.9535
484,78_55,0.2,0.3377,0.4368,0.5528,0.6042,0.6306,0.6635
485,78_63,0.797,0.9423,0.9878,0.9998,1.0,1.0,1.0
486,79_53,0.221,0.5448,0.6904,0.8169,0.8549,0.8692,0.8725
487,8_66,0.292,0.292,0.4639,0.5766,0.667,0.708,0.8009
488,80_1,0.453,0.453,0.655,0.777,0.8027,0.8138,0.8294
489,80_13,0.722,0.722,0.722,0.722,0.944,0.944,1.0
490,80_53,0.293,0.693,0.7984,0.8602,0.8913,0.9126,0.9255
491,80_54,0.178,0.178,0.178,0.322,0.433,0.511,0.6145
492,81_1,0.208,0.208,0.208,0.375,0.4624,0.5,0.6819
493,81_62,0.429,0.429,0.607,0.679,0.7307,0.75,0.795
494,81_64,0.376,0.7804,0.8767,0.9244,0.9384,0.9452,0.948
495,81_65,0.359,0.8982,0.9455,0.9712,0.9821,0.9886,0.991
496,81_66,0.381,0.381,0.381,0.381,0.619,0.619,0.8125
497,81_67,0.167,0.167,0.167,0.167,0.333,0.333,0.6719
498,82_58,0.263,0.9179,0.9617,0.9784,0.9837,0.9856,0.987
499,82_59,0.312,0.9031,0.9625,0.9796,0.9844,0.9876,0.99
500,82_60,0.301,0.8982,0.9485,0.9732,0.9834,0.9896,0.994
501,82_61,0.371,0.8016,0.8686,0.8986,0.9131,0.9248,0.9345
502,82_63,0.136,0.25,0.361,0.5802,0.7113,0.758,0.7815
503,82_64,0.35,0.9507,0.9724,0.9846,0.9907,0.9936,0.995
504,82_65,0.287,0.9397,0.9651,0.9824,0.9894,0.9926,0.994
505,82_66,0.325,0.8734,0.9266,0.9582,0.9728,0.9832,0.9895
506,82_67,0.634,0.8401,0.8873,0.917,0.9318,0.9458,0.9595
507,83_56,0.463,0.463,0.718,0.896,0.9158,0.917,1.0
508,83_57,0.364,0.5017,0.5531,0.5708,0.5709,0.5709,0.5934
509,83_58,0.22,0.5038,0.665,0.8322,0.8879,0.9164,0.933
510,83_61,0.464,0.6312,0.712,0.783,0.7981,0.8,0.8135
511,83_64,0.277,0.8714,0.9417,0.981,0.9934,0.9986,1.0
512,83_65,0.316,0.9312,0.9677,0.9874,0.9917,0.992,0.992
513,83_66,0.307,0.9726,0.9885,0.9948,0.996,0.997,0.997
514,83_67,0.264,0.9571,0.9783,0.9878,0.9927,0.995,0.997
515,84_57,0.3459,0.6348,0.7422,0.7818,0.8102,0.8298,0.841
516,84_58,0.395,0.395,0.5699,0.7096,0.773,0.8394,0.9335
517,84_61,0.375,0.8428,0.9129,0.932,0.9451,0.9584,0.9695
518,84_63,0.242,0.9231,0.9668,0.9846,0.9897,0.9926,0.994
519,84_64,0.306,0.9852,0.9928,0.996,0.997,0.998,0.998
520,84_65,0.294,0.979,0.9897,0.995,0.997,0.998,0.998
521,84_66,0.246,0.983,0.9918,0.9958,0.997,0.998,0.998
522,84_67,0.264,0.9549,0.9773,0.9878,0.9907,0.992,0.993
523,85_57,0.2,0.2,0.3323,0.4318,0.533,0.6,0.7455
524,85_58,0.513,0.8126,0.8546,0.8836,0.8971,0.9052,0.9125
525,85_61,0.341,0.7691,0.8667,0.9272,0.9518,0.9596,0.9615
526,85_62,0.235,0.6477,0.7635,0.8556,0.902,0.9284,0.945
527,85_63,0.232,0.9601,0.9803,0.9908,0.9947,0.996,0.997
528,85_64,0.248,0.9696,0.9855,0.9938,0.997,0.998,0.998
529,85_65,0.299,0.8386,0.8932,0.9306,0.9508,0.9612,0.966
530,85_66,0.353,0.9247,0.9647,0.9826,0.9887,0.992,0.9935
531,85_67,0.314,0.9489,0.9761,0.9896,0.9947,0.997,0.998
532,86_58,0.319,0.9027,0.9524,0.9724,0.9814,0.9882,0.991
533,86_59,0.359,0.9106,0.9565,0.9784,0.9827,0.9836,0.984
534,86_61,0.224,0.6831,0.8395,0.9294,0.9564,0.9692,0.9725
535,86_62,0.244,0.7448,0.8477,0.9124,0.9385,0.9496,0.9535
536,86_63,0.246,0.8631,0.9336,0.9652,0.9727,0.974,0.974
537,86_64,0.271,0.9613,0.9833,0.9918,0.993,0.994,0.994
538,86_65,0.392,0.9124,0.9537,0.9714,0.9777,0.9826,0.985
539,86_66,0.237,0.9133,0.9536,0.9784,0.985,0.987,0.987
540,86_67,0.26,0.8662,0.9174,0.9508,0.9661,0.9732,0.976
541,86_68,0.301,0.8792,0.9254,0.9562,0.9667,0.9726,0.9755
542,87_59,0.159,0.2825,0.4753,0.6896,0.7649,0.8118,0.8334
543,87_60,0.323,0.5215,0.6553,0.824,0.9282,0.976,1.0
544,87_64,0.218,0.9747,0.9867,0.9908,0.992,0.993,0.994
545,87_65,0.2839,0.9507,0.9753,0.9868,0.9917,0.994,0.995
546,87_66,0.2039,0.7247,0.8574,0.9272,0.9451,0.9526,0.9575
547,87_67,0.302,0.8331,0.8829,0.9262,0.9494,0.9628,0.968
548,87_68,0.274,0.713,0.8097,0.8794,0.9119,0.9366,0.953
549,88_58,0.4,0.4,0.4,0.4,0.6,0.6,0.808
550,88_59,0.365,0.7963,0.8738,0.9236,0.9569,0.9784,0.9885
551,88_60,0.338,0.8362,0.9114,0.9546,0.9721,0.9796,0.983
552,88_61,0.289,0.8199,0.8953,0.9473,0.9661,0.9752,0.979
553,88_64,0.262,0.9404,0.9693,0.9808,0.9857,0.988,0.99
554,88_65,0.179,0.5916,0.7425,0.8644,0.9075,0.9206,0.9265
555,88_66,0.653,0.8251,0.8545,0.9028,0.9429,0.9664,0.9775
556,88_67,0.683,0.8022,0.8116,0.8262,0.8458,0.8614,0.881
557,88_68,0.45,0.6171,0.6473,0.6871,0.7229,0.7614,0.798
558,89_61,0.3489,0.8819,0.9458,0.9822,0.9917,0.9956,0.997
559,89_65,0.27,0.7353,0.8255,0.907,0.9479,0.9694,0.9795
560,89_66,0.476,0.476,0.6479,0.7046,0.714,0.714,0.8125
561,89_67,0.255,0.8326,0.8859,0.9316,0.9501,0.9612,0.967
562,89_68,0.203,0.8479,0.9106,0.9526,0.9691,0.9772,0.98
563,89_70,0.2859,0.2859,0.2859,0.5,0.6,0.643,0.794
564,9_22,0.25,0.25,0.25,0.417,0.475,0.5,0.64
565,9_49,0.613,0.7156,0.7588,0.8264,0.8805,0.9182,0.9524
566,90_59,0.298,0.4956,0.7344,0.8858,0.9074,0.909,0.922
567,90_60,0.384,0.8358,0.9214,0.9416,0.9494,0.9562,0.9615
568,90_61,0.321,0.7864,0.8526,0.904,0.9312,0.9468,0.9555
569,90_65,0.235,0.6925,0.8117,0.8898,0.9289,0.9518,0.9635
570,90_66,0.242,0.6087,0.7465,0.8428,0.8855,0.9052,0.917
571,90_67,0.293,0.5853,0.7007,0.7702,0.8005,0.82,0.8455
572,90_68,0.236,0.8064,0.8897,0.9502,0.9701,0.9776,0.98
573,90_69,0.6899,0.8164,0.8369,0.8664,0.8875,0.9018,0.9115
574,91_59,0.235,0.3908,0.513,0.703,0.7936,0.8556,0.894
575,91_60,0.2819,0.9147,0.9528,0.9726,0.9804,0.9846,0.986
576,91_61,0.25,0.7687,0.8759,0.942,0.9638,0.9752,0.982
577,91_65,0.352,0.352,0.561,0.738,0.7771,0.7904,0.808
578,91_66,0.169,0.2963,0.4855,0.6869,0.7752,0.8162,0.833
579,91_67,0.182,0.7171,0.827,0.8978,0.9282,0.9448,0.9515
580,91_68,0.149,0.4327,0.583,0.731,0.8088,0.8466,0.8675
581,91_69,0.133,0.5786,0.7452,0.8656,0.9089,0.9258,0.9305
582,92_58,0.182,0.3102,0.4061,0.5252,0.589,0.611,0.64
583,92_60,0.291,0.461,0.578,0.715,0.7617,0.7966,0.8355
584,92_61,0.267,0.4465,0.5703,0.7026,0.744,0.75,0.783
585,92_62,0.3479,0.6522,0.8056,0.902,0.9378,0.9538,0.9685
586,92_66,0.126,0.7822,0.8827,0.9346,0.9538,0.9626,0.966
587,92_67,0.255,0.9157,0.9547,0.9764,0.9844,0.9892,0.992
588,92_69,0.182,0.5417,0.6523,0.7612,0.8162,0.8414,0.8525
589,92_70,0.145,0.145,0.145,0.291,0.436,0.582,0.853
590,93_57,0.474,0.7134,0.9032,0.9433,0.944,0.944,1.0
591,93_58,0.374,0.5716,0.6969,0.8174,0.8512,0.857,0.8845
592,93_59,0.35,0.35,0.557,0.713,0.75,0.7766,0.8225
593,93_60,0.128,0.3908,0.5475,0.7026,0.7759,0.8202,0.848
594,93_61,0.252,0.7828,0.8874,0.9452,0.9641,0.9722,0.975
595,93_62,0.332,0.8813,0.9205,0.946,0.9611,0.9722,0.978
596,93_66,0.302,0.473,0.588,0.702,0.7201,0.722,0.7364
597,93_69,0.146,0.5511,0.7277,0.827,0.8697,0.91,0.9365
598,93_70,0.16,0.3878,0.5372,0.702,0.7848,0.8388,0.896
599,93_71,0.114,0.114,0.214,0.3,0.4115,0.471,0.54
600,94_18,0.0709,0.0709,0.0709,0.1429,0.1926,0.214,0.3804
601,94_19,0.212,0.212,0.3704,0.4992,0.63,0.6969,0.767
602,94_58,0.266,0.5444,0.7074,0.8068,0.8398,0.8522,0.857
603,94_59,0.385,0.5769,0.6969,0.8372,0.9022,0.933,0.9595
604,94_60,0.175,0.2975,0.4629,0.629,0.7121,0.7562,0.7755
605,94_61,0.34,0.8518,0.9132,0.9402,0.9504,0.9566,0.96
606,94_69,0.442,0.5883,0.645,0.681,0.709,0.731,0.7635
607,94_70,0.165,0.4794,0.6812,0.7974,0.8339,0.8566,0.8765
608,95_15,0.306,0.9051,0.9436,0.97,0.9814,0.9866,0.989
609,95_16,0.18,0.6738,0.7931,0.8642,0.9002,0.928,0.947
610,95_17,0.171,0.171,0.171,0.343,0.514,0.686,0.9525
611,95_59,0.132,0.2412,0.4244,0.6618,0.7625,0.8446,0.8985
612,95_60,0.396,0.7125,0.8021,0.841,0.8568,0.8714,0.89
613,95_61,0.545,0.7245,0.7943,0.855,0.898,0.919,1.0
614,95_70,0.18,0.6376,0.7722,0.8602,0.9083,0.9418,0.958
615,95_71,0.162,0.2855,0.4725,0.6868,0.8108,0.901,0.9645
616,96_15,0.248,0.6923,0.8243,0.9048,0.9402,0.961,0.976
617,96_59,0.166,0.4054,0.5619,0.745,0.7971,0.8168,0.8325
618,96_60,0.39,0.39,0.519,0.545,0.545,0.545,0.59
619,96_70,0.296,0.6227,0.7346,0.849,0.9136,0.951,0.9755
620,96_71,0.369,0.525,0.5539,0.5893,0.6242,0.6444,0.6605
621,97_15,0.316,0.6264,0.7277,0.8264,0.8625,0.8824,0.896
622,97_58,0.343,0.5349,0.741,0.8632,0.9267,0.9502,0.969
623,97_59,0.331,0.5001,0.608,0.742,0.8076,0.8586,0.9135
624,97_70,0.147,0.4264,0.5896,0.7658,0.8337,0.8682,0.888
625,97_71,0.3,0.3,0.3,0.5,0.5699,0.6,0.7775
626,98_15,0.216,0.3585,0.5459,0.7044,0.8162,0.8528,0.8695
627,98_57,0.222,0.222,0.403,0.658,0.7853,0.8656,0.9255
628,98_58,0.2859,0.5937,0.7693,0.8584,0.8905,0.9042,0.9115
629,98_59,0.38,0.8238,0.9047,0.9332,0.9441,0.9548,0.9635
630,98_60,0.227,0.227,0.406,0.6228,0.714,0.7822,0.847
631,98_70,0.185,0.4247,0.561,0.7084,0.7782,0.8374,0.9025
632,99_15,0.147,0.4245,0.5833,0.7562,0.8486,0.8992,0.9315
633,99_57,0.341,0.5405,0.7436,0.8428,0.8632,0.8856,0.9085
634,99_58,0.527,0.7056,0.7699,0.8144,0.8493,0.8838,0.9305
635,99_59,0.188,0.188,0.3439,0.574,0.7014,0.7956,0.8855
636,99_70,0.171,0.304,0.5022,0.6614,0.7299,0.7366,0.749
